Package Name,Old Price,New Price,Sort Order,Show,Section Title,Section Sort,Details
Essential,2060,1990,1,YES,Fabrication,14,"1. Main Gate: Designer Gate – Rs. 250/- per Sqft
2. External staircase & balcony railing : MS Railing – Rs. 600/- per Rft
3. Internal staircase railing
4. SS Railing – Rs. 840/- per Rft
5. Utility grill – Not included
6. Waterproofing is included for Utility & balcony portions"
Essential,2060,1990,1,YES,Compound wall,15,1. Compound wall – Not included.
Essential,2060,1990,1,YES,Elevation,16,"1. This proposal includes aesthetically pleasing elevation.
2. A 3D elevation is presented for client to choose from & design further."
Essential,2060,1990,1,YES,Exclusions & Incidentals,17,"1. A design if needed to be modified more than thrice shall be charged for accordingly
2. Government fees for the liaison bodies to be paid directly by the client
3. The complete fee payment for plan sanction in Panchayat limits need to be borne by client
4. Assuming the site & road level to be equal, if the ground level needs to be raised above 18”, it shall be charged for accordingly
5. Hard rock/soft rock excavation, if it arises shall be charged for accordingly
6. Buying new earth/sending existing earth for excavation/backfilling purpose shall be charged on actual
7. Basic price of Cement is Rs.380/- per bag & Steel is Rs.60,000/- per MT. Any increase in these prices shall be charged accordingly
8. Percentage of opening for doors & windows – 22% of built up area Maximum
9. Any work not mentioned within this package or outside the site boundary shall be charged for accordingly
10. One point of Electricity & water needs to be provided by the client free of cost to facilitate construction
11. SBC of soil is considered at 180 KN/M2 and depth of the foundation considered at 5 Feet, any increase in depth shall be charged accordingly on actuals upon site conditions
12. If there are constraints in material delivery or stocking place and materials to be order in small quantities, the additional charges for the same shall be charged on actuals
13. A specific area to construct labour and material shed needs to be provided within 50 feet from the construction place by the client
14. Any road cutting charges for the connection of Electricity and Sewage lines is not included, such works shall be charged additionally
15. Soil testing is not included in package
16. Interiors are not included in package
17. Electrical and Meter Box are not included.
18. Borewell is not included in package.
NOTE: The above mentioned material specifications are generalized, the inclusion or the exclusion of the same shall vary depending on the floor plan."
Essential,2060,1990,1,YES,Payment Structure,18,A customized payment schedule will be shared based on the project specifications.
Essential,2060,1990,1,YES,Warranty & Guarantee,19,"1. Construction guarantee - 1 Year
2. Waterproofing warranty - 5 Years Guarantee & warranty is provided"
Premium,2280,2230,2,YES,Design & Drawings,1,"1. 2D – Floor Plans
2. 3D Elevation Designs
3. Design Development
4. Site survey by surveyor with instruments & drawing on the basis of survey
5. Internal Isometric Views all rooms, open areas etc.
6. Soil testing and reporting - Included"
Premium,2280,2230,2,YES,Civil Construction,2,"1. Floor to floor height - 10’
2. Steel 500 TMT Bars - Meenakshi / Bhuwalka / Kamadhenu
3. Cement Grade 53 - ACC / Birla Shakti / Ramco / Zuari
4. UG Sump built with solid blocks of 6” thickness & waterproof plastered
5. Concrete - M20 grade RMC
6. Solid Block walls - 6” & 4” thickness
7. Internal, external and toilet wall column joints plastering with chicken mesh
8. Waterproofing compound - Dr.Fixit / FOSROC for external walls Crystalline waterproofing
9. Cinder filling in sunken toilets, Heat & Waterproofing in Terrace
10. Steel / concrete lofts - Not included
11. Lintel beams will be provided only wherever required above door and window openings
12. Ledge wall for incorporating concealed sanitary parts - Included"
Premium,2280,2230,2,YES,Architectural Design,3,"1. Proposed 2D Floor plans
2. 2D Floor plan working drawings
3. 2D Schedule of opening drawings
4. 2D Plan furniture layout
5. Standard 3D Elevation front view
6. Toilet details drawings
7. Staircase detailing drawings"
Premium,2280,2230,2,YES,Interior Design,4,"1. Complete 3D design interiors, only if executed by SayHomes
2. 2D Furniture layout
3. Assisting in interior procurement"
Premium,2280,2230,2,YES,Structural Design,5,"1. Structural Analysis
2. Centre line marking
3. Excavation, Sump, Footings Drawing
4. Columns, Plinth beam, Roof slab, Beam Drawings
5. Shuttering Drawings
6. Reinforcement drawings
7. Staircase detailed drawings will be provided"
Premium,2280,2230,2,YES,MEP Design,6,"1. Electrical Layout
2. Plumbing Water Line Layout
3. Plumbing Drainage Line Layout"
Premium,2280,2230,2,YES,Flooring & Wall Tiling,7,"1. Living Room, Dining : Marble finished vitrified tiles – Rs.80/- per Sqft
2. Kitchen & Bedrooms : Vitrified Tiles – Rs.60/- per Sqft (Maximum tile size 2’ x 2’)
3. Staircase : Granite – Rs.100/- per Sqft
4. Balcony, Sit-out, Passage & Common areas : Anti-skid tiles – Rs.50/- per Sqft
5. Toilet Floor : Anti-skid tiles – Rs.55/- per Sqft
6. Toilet Wall Dado Up to 7ft height : Light & Highlighting tiles – Rs.60/- per Sqft
7. Parking Area : Parking tiles – Rs.45/- per Sqft
8. Kitchen counter top : Granite – Rs.135/- per Sqft
9. Kitchen Wall Dado Up to 2’ above counter : Backsplash tiles – Rs.60/- per Sqft
10. Puja Room Wall tiling – Not Included
11. Puja Room Granite slab – Rs.130/- per Sqft
12. Setback area tiles of 40 per sqft will be provided if setback area is charged
13. Tile grouting with spacer joint & with epoxy grout in bathrooms"
Premium,2280,2230,2,YES,Painting,8,"1. Internal wall & ceiling : wall putty + primer coat + latest ‘Tractor Shine’
2. External walls : primer coat + external Apex weather proof paint
3. Brand : Asian / Berger / Dulux"
Premium,2280,2230,2,YES,Electrical,9,"1. Electrical – Light & power points shall be provided as per standards
2. Geyser points – All bathrooms
3. AC provision – Any 2 rooms
4. Conduits – Good quality, hidden in slabs and walls
5. Fire proof copper wire – Finolex or Polycab. External electrification is not included
6. Switches & Plates – Anchor Roma / GM make
7. A main DB & MCB – IndoAsian / Siemens / Equivalent make
8. Electric provision for Car charging – Parking area"
Premium,2280,2230,2,YES,Plumbing,10,"1. Water supply system – Internal & External Connection for water inlet from corporation
2. External sewage system – Inspection chambers & sewage outlet to site boundary
3. Class B CPVC pipes – Ashirwad / Astral make Solar & Geyser Provision
4. Rain water harvesting facility – Ground water recharge - not included
5. PVC Overhead Tank – Ganga or Equivalent make of basic price Rs 7 per litre
6. Plumbing – GI/RCC Chamber covers shall be provided for IC Separate sewage & drainage lines"
Premium,2280,2230,2,YES,Fixtures,11,"1. Kitchen sink : SS/Granite/Carysil – Rs. 5,000/- per sink
2. Kitchen accessories – Rs. 3,000/- CP & Sanitary fixtures such as Wash Basin, WC, Taps and other accessories like bottle trap, gratings etc.
3. Jaquar/Hindware – Rs. 30,000/- per bathroom attached toilet.
4. Electrical Fixtures – Not included"
Premium,2280,2230,2,YES,Doors,12,"1. Main & Puja Door – Teak Wood frame & shutter including hardware – Rs.60,000/-
2. Internal Door – Sal wood frame & flush shutter including hardware – Rs.10,000/- per door
3. Internal door frames & shutter – Painted only
4. Main, Puja Door – Polished with melamine spray
5. Bathroom Door – Frame & shutter including hardware – Rs.8,000/- per door
6. Door Hardware – Ozone / Europa / Dorma make
7. Door Hinges – SS hinges
8. Door & Door Frame cost – Inclusive of planing, rebate, transportation etc."
Premium,2280,2230,2,YES,Windows,13,"1. UPVC windows – 4mm clear glass with MS Grills Basic price
2. uPVC with MS grill – Rs.550/- per Sqft If required, upgrade to wooden windows can be made at an additional cost per Sqft, measured on built-up area. The additional cost can be calculated based on the wooden material chosen by the Client."
Premium,2280,2230,2,YES,Fabrication,14,"1. Main Gate: Designer Gate – Rs. 300/- per Sqft
2. External staircase & balcony railing : MS Railing – Rs. 600/- per Rft
3. Internal staircase railing
4. SS Railing – Rs. 900/- per Rft
5. Utility grill – Not included
6. Waterproofing is included for Utility & balcony portions"
Premium,2280,2230,2,YES,Compound wall,15,"1. Compound wall – Solid block walls of 4” thickness to suit the elevation.
2. Excavation, Foundation, PCC, Size Stone Masonry with DPC course above SSM
3. Height of Compound wall – 4 Feet from Plinth Levels
4. Compound wall – Plastered & Painted"
Premium,2280,2230,2,YES,Elevation,16,"1. This proposal includes aesthetically pleasing elevation.
2. A 3D elevation is presented for client to choose from & design further."
Premium,2280,2230,2,YES,Exclusions & Incidentals,17,"1 to 6. Same as Package 1
7. Basic price of Cement is Rs.400/- per bag & Steel is Rs.65,000/- per MT. Any increase in these prices shall be charged accordingly
8. Percentage of opening for doors & windows – 24% of built up area Maximum
9 to 14. Same as Package 1
15. Soil testing is included in package
16. Interiors are not included in package
17. Electrical and Meter Box are not included.
18. Borewell is not included in package.
NOTE: The above mentioned material specifications are generalized, the inclusion or the exclusion of the same shall vary depending on the floor plan."
Premium,2280,2230,2,YES,Payment Structure,18,A customized payment schedule will be shared based on the project specifications.
Premium,2280,2230,2,YES,Warranty & Guarantee,19,"1. Construction guarantee - 1 Year
2. Waterproofing warranty - 5 Years Guarantee & warranty is provided"
Luxury,2400,2350,3,YES,Design & Drawings,1,"1. 2D – Floor Plans
2. 3D Elevation Designs
3. Design Development
4. Site survey by surveyor with instruments & drawing on the basis of survey
5. Premium 2D & 3D – Floor Plans Luxury 3D Elevation
6. Designs of all views Internal Isometric Views all rooms, open areas etc & detailed renders for each segment of the home for better understanding of the design"
Luxury,2400,2350,3,YES,Civil Construction,2,"1. Floor to floor height - 10’
2. Steel 500 TMT Bars - Meenakshi / Bhuwalka / Kamadhenu
3. Cement Grade 53 - Ultratech / ACC / Birla Super / Ramco / Zuari / Dalmia
4. UG Sump built with solid blocks of 6” thickness & waterproof plastered
5. Concrete - M20 grade RMC
6. Solid Block walls - 6” & 4” thickness
7. Internal, external and toilet wall column joints plastering with chicken mesh
8. Waterproofing compound - Dr.Fixit / FOSROC for external walls Crystalline waterproofing
9. Cinder filling in sunken toilets, Heat & Waterproofing in Terrace
10. Steel / concrete lofts - Not included
11. Lintel beams - Thru lintel will be provided
12. Ledge wall for incorporating concealed sanitary parts - Included"
Luxury,2400,2350,3,YES,Architectural Design,3,"1. Proposed 2D Floor plans
2. 2D Floor plan working drawings
3. 2D Schedule of opening drawings
4. 2D Plan furniture layout
5. Standard 3D Elevation front view
6. Toilet details drawings
7. Staircase detailing drawings"
Luxury,2400,2350,3,YES,Interior Design,4,"1. Complete 3D design interiors, only if executed by SayHomes
2. 2D Furniture layout
3. Assisting in interior procurement"
Luxury,2400,2350,3,YES,Structural Design,5,"1. Structural Analysis
2. Centre line marking
3. Excavation, Sump, Footings Drawing
4. Columns, Plinth beam, Roof slab, Beam Drawings
5. Shuttering Drawings
6. Reinforcement drawings
7. Staircase detailed drawings will be provided"
Luxury,2400,2350,3,YES,MEP Design,6,"1. Electrical Layout
2. Plumbing Water Line Layout
3. Plumbing Drainage Line Layout"
Luxury,2400,2350,3,YES,Flooring & Wall Tiling,7,"1. Living Room, Dining : Granite/Marble finished vitrified tiles – Rs.100/- per Sqft
2. Kitchen & Bedrooms : Granite/Vitrified Tiles – Rs.90/- per Sqft (Maximum tile size 2’ x 4’)
3. Staircase : Granite – Rs.130/- per Sqft
4. Balcony, Sit-out, Passage & Common areas : Anti-skid tiles – Rs.60/- per Sqft
5. Toilet Floor : Anti-skid tiles – Rs.55/- per Sqft
6. Toilet Wall Dado Up to 7ft height : Light & Highlighting tiles – Rs.60/- per Sqft
7. Parking Area : Parking tiles – Rs.55/- per Sqft
8. Kitchen counter top : Granite – Rs.150/- per Sqft
9. Kitchen Wall Dado Up to 2’ above counter : Backsplash tiles – Rs.70/- per Sqft
10. Puja Room Wall tiling – up to 7’ – Rs.50/- per Sqft
11. Puja Room Granite slab – Rs.150/- per Sqft
12. Setback area tiles of 45 per sqft will be provided if setback area is charged
13. Tile grouting with spacer joint & with epoxy grout in bathrooms"
Luxury,2400,2350,3,YES,Painting,8,"1. Internal wall & ceiling : wall putty + primer coat + latest ‘Tractor Shine’
2. External walls : primer coat + external Apex weather proof paint
3. Brand : Asian / Berger / Dulux"
Luxury,2400,2350,3,YES,Electrical,9,"1. Electrical – Light & power points shall be provided as per standards
2. Geyser points – All bathrooms
3. AC provision – Any 2 rooms
4. Conduits – Good quality, hidden in slabs and walls
5. Fire proof copper wire – Finolex or Polycab. External electrification is included
6. Switches & Plates – Anchor Roma make
7. A main DB & MCB – IndoAsian / Siemens / Equivalent make
8. Electric Car charging point – Parking area"
Luxury,2400,2350,3,YES,Plumbing,10,"1. Water supply system – Internal & External Connection for water inlet from corporation
2. External sewage system – Inspection chambers & sewage outlet to site boundary
3. Class B CPVC pipes – Ashirwad / Astral make Solar & Geyser Provision
4. Rain water harvesting facility – Ground water recharge
5. PVC Overhead Tank – Ganga or Equivalent make of basic price Rs 7 per litre
6. Plumbing – FRP Chamber covers shall be provided for IC Separate sewage & drainage lines
7. FRP Chamber covers shall be provided for IC
8. Separate hot & cold water lines for sink"
Luxury,2400,2350,3,YES,Fixtures,11,"1. Kitchen sink : SS/Granite/Carysil – Rs. 6,000/- per sink
2. Kitchen accessories – Rs. 4,000/- CP & Sanitary fixtures such as Wash Basin, WC, Taps and other accessories like bottle trap, gratings etc.
3. Jaquar/Hindware – Rs. 40,000/- per bathroom attached toilet and Rs. 10,000/- per powder room
4. Electrical Fixtures – Not included"
Luxury,2400,2350,3,YES,Doors,12,"1. Main & Puja Door – Teak Wood frame & shutter including hardware – Rs.90,000/-
2. Internal Door – Sal wood frame & flush shutter including hardware – Rs.11,000/- per door
3. Internal door frames & shutter – Painted only
4. Main, Puja Door – Polished with melamine spray
5. Bathroom Door – Frame & shutter including hardware – Rs.9,000/- per door
6. Door Hardware – Ozone / Europa / Dorma make
7. Door Hinges – SS hinges
8. Door & Door Frame cost – Inclusive of planing, rebate, transportation etc."
Luxury,2400,2350,3,YES,Windows,13,"1. UPVC windows – 4mm clear glass with MS Grills Basic price
2. uPVC with MS grill – Rs.600/- per Sqft If required, upgrade to wooden windows can be made at an additional cost per Sqft, measured on built-up area. The additional cost can be calculated based on the wooden material chosen by the Client."
Luxury,2400,2350,3,YES,Fabrication,14,"1. Main Gate: Designer Gate with Shera boards – Rs. 400/- per Sqft
2. External staircase & balcony railing : MS Railing – Rs. 660/- per Rft
3. Internal staircase railing : SS Railing – Rs.1000/- per Rft
4. Utility grill shall be provided up to 120 Sqft in any one floor home only at a basic price of 180 per Sqft
5. Waterproofing is included for Utility & balcony portions"
Luxury,2400,2350,3,YES,Compound wall,15,"1. Compound wall – Solid block walls of 4” thickness to suit the elevation.
2. Excavation, Foundation, PCC, Size Stone Masonry with DPC course above SSM
3. Height of Compound wall – 4 Feet from Plinth Levels
4. Compound wall – Plastered & Painted"
Luxury,2400,2350,3,YES,Elevation,16,"1. This proposal includes aesthetically pleasing elevation.
2. A 3D elevation is presented for client to choose from & design further."
Luxury,2400,2350,3,YES,Exclusions & Incidentals,17,"1 to 6. Same as Package 1
7. Basic price of Cement is Rs.420/- per bag & Steel is Rs.70,000/- per MT. Any increase in these prices shall be charged accordingly
8. Percentage of opening for doors & windows – 26% of built up area Maximum
9 to 14. Same as Package 1
15. Soil testing is included in package
16. Interiors are not included in package
17. Electrical and Meter Box are not included.
18. Borewell is not included in package.
NOTE: The above mentioned material specifications are generalized, the inclusion or the exclusion of the same shall vary depending on the floor plan."
Luxury,2400,2350,3,YES,Payment Structure,18,A customized payment schedule will be shared based on the project specifications.
Luxury,2400,2350,3,YES,Warranty & Guarantee,19,"1. Construction guarantee - 1 Year
2. Waterproofing warranty - 5 Years Guarantee & warranty is provided"
Luxury Plus,2900,2750,4,YES,Design & Drawings,1,"1. 2D – Floor Plans
2. 3D Elevation Designs
3. Design Development
4. Site survey by surveyor with instruments & drawing on the basis of survey
5. Premium 2D & 3D – Floor Plans Luxury 3D Elevation
6. Designs of all views Internal Isometric Views all rooms, open areas etc & detailed renders for each segment of the home for better understanding of the design"
Luxury Plus,2900,2750,4,YES,Civil Construction,2,"1. Floor to floor height - 11’
2. Steel 500 TMT Bars - JSW / Shyam / TATA
3. Cement Grade 53 - ACC / Ultratech / Birla Super
4. UG Sump built with solid blocks of 8” thick brick masonry or discount RCC & waterproof plastered
5. Concrete - M25 grade RMC
6. Solid Block walls of Aparna / Jyothi or similar grade A blocks - 6” thickness
7. Internal, external and toilet wall column joints plastering with chicken mesh
8. Waterproofing compound - Dr.Fixit / FOSROC for external walls Crystalline waterproofing
9. Cinder filling in sunken toilets, Heat & Waterproofing in Terrace
10. Steel / concrete lofts - Included if necessary
11. Lintel beams - Thru lintel will be provided
12. Ledge wall for incorporating concealed sanitary parts - Included
13. Internal courtyards, skylights & other designer architectural elements are included upto 25 sqft"
Luxury Plus,2900,2750,4,YES,Architectural Design,3,"1. Proposed 2D Floor plans
2. 2D Floor plan working drawings
3. 2D Schedule of opening drawings
4. 2D Plan furniture layout
5. Standard 3D Elevation front view
6. Toilet details drawings
7. Staircase detailing drawings"
Luxury Plus,2900,2750,4,YES,Interior Design,4,"1. Complete 3D design interiors, only if executed by SayHomes
2. 2D Furniture layout
3. Assisting in interior procurement"
Luxury Plus,2900,2750,4,YES,Structural Design,5,"1. Structural Analysis
2. Centre line marking
3. Excavation, Sump, Footings Drawing
4. Columns, Plinth beam, Roof slab, Beam Drawings
5. Shuttering Drawings
6. Reinforcement drawings
7. Staircase detailed drawings will be provided"
Luxury Plus,2900,2750,4,YES,MEP Design,6,"1. Electrical Layout
2. Plumbing Water Line Layout
3. Plumbing Drainage Line Layout"
Luxury Plus,2900,2750,4,YES,Flooring & Wall Tiling,7,"1. Living Room, Dining : Granite/Marble/Engineered Marble tiles – Rs.400/- per Sqft
2. Kitchen & Bedrooms : Granite/Vitrified Tiles – Rs.120/- per Sqft (Maximum tile size 2’ x 4’)
3. Staircase : Granite – Rs.140/- per Sqft
4. Balcony, Sit-out, Passage & Common areas : Anti-skid tiles – Rs.60/- per Sqft
5. Toilet Floor : Anti-skid tiles – Rs.55/- per Sqft
6. Toilet Wall Dado Up to ceiling height : Light & Highlighting tiles – Rs.60/- per Sqft
7. Parking Area : Parking tiles – Rs.60/- per Sqft
8. Kitchen counter top : Granite – Rs.200/- per Sqft
9. Kitchen Wall Dado Up to 2’ above counter : Backsplash tiles – Rs.90/- per Sqft
10. Puja Room Wall tiling – up to ceiling – Rs.60/- per Sqft
11. Puja Room Granite slab – Rs.150/- per Sqft
12. Setback area tiles of 45 per sqft will be provided if setback area is charged
13. Tile grouting with spacer joint & with epoxy grout in bathrooms"
Luxury Plus,2900,2750,4,YES,Painting,8,"1. Internal wall & ceiling : wall putty + primer coat + latest ‘Tractor Shine’
2. External walls : primer coat + external Apex weather proof paint
3. Brand : Asian / Berger / Dulux"
Luxury Plus,2900,2750,4,YES,Electrical,9,"1. Electrical – Light & power points shall be provided as per standards
2. Geyser points – All bathrooms
3. AC provision – All rooms & living
4. Conduits – Good quality, hidden in slabs and walls
5. Fire proof copper wire – Finolex or Polycab. External electrification is included
6. Switches & Plates – Legrand Britzy or equivalent make
7. A main DB & MCB – ABB / Schneider / Legrand make
8. Electric provision for Car charging – Parking area"
Luxury Plus,2900,2750,4,YES,Plumbing,10,"1. Water supply system – Internal & External Connection for water inlet from corporation
2. External sewage system – Inspection chambers & sewage outlet to site boundary
3. Class B CPVC pipes – Ashirwad / Astral make Solar & Geyser Provision
4. Rain water harvesting facility – Ground water recharge - Included
5. PVC Overhead Tank – Sintex / Ganga / Kaveri or Equivalent make of basic price Rs 7 per litre
6. Plumbing – FRP Chamber covers shall be provided for IC Separate sewage & drainage lines
7. FRP Chamber covers shall be provided for IC
8. Separate hot & cold water lines for sink"
Luxury Plus,2900,2750,4,YES,Fixtures,11,"1. Kitchen sink : SS/Granite/Carysil – Rs. 8,000/- per sink
2. Kitchen accessories – Rs. 4,000/- CP & Sanitary fixtures such as Wash Basin, WC, Taps and other accessories like bottle trap, gratings etc.
3. Jaquar/Hindware – Rs. 50,000/- per bathroom attached toilet and Rs. 10,000/- per powder room
4. Electrical Fixtures – Not included"
Luxury Plus,2900,2750,4,YES,Doors,12,"1. Main & Puja Door – Teak Wood frame & shutter including hardware – Rs.1,10,000/-
2. Internal Door – Sal wood frame & flush shutter including hardware – Rs.12,000/- per door
3. Internal door frames & shutter – Painted only
4. Main, Puja Door – Polished with melamine spray
5. Bathroom Door – Frame & shutter including hardware – Rs.9,000/- per door
6. Door Hardware – Ozone / Europa / Dorma make
7. Door Hinges – SS hinges
8. Door & Door Frame cost – Inclusive of planing, rebate, transportation etc."
Luxury Plus,2900,2750,4,YES,Windows,13,"1. UPVC windows – 4mm clear glass with MS Grills Basic price
2. uPVC with MS grill – Rs.650/- per Sqft If required, upgrade to wooden windows can be made at an additional cost per Sqft, measured on built-up area. The additional cost can be calculated based on the wooden material chosen by the Client."
Luxury Plus,2900,2750,4,YES,Fabrication,14,"1. Main Gate: Designer Gate with Shera boards – Rs. 450/- per Sqft
2. External staircase & balcony railing : MS Railing – Rs. 660/- per Rft
3. Internal staircase railing : SS Railing – Rs.1000/- per Rft
4. Utility grill shall be provided up to 120 Sqft in any one floor home only at a basic price of 180 per Sqft
5. Waterproofing is included for Utility & balcony portions"
Luxury Plus,2900,2750,4,YES,Compound wall,15,"1. Compound wall – Solid block walls of 4” thickness to suit the elevation.
2. Excavation, Foundation, PCC, Size Stone Masonry with DPC course above SSM
3. Height of Compound wall – 4 Feet from Plinth Levels
4. Compound wall – Plastered & Painted"
Luxury Plus,2900,2750,4,YES,Elevation,16,"1. This proposal includes aesthetically pleasing elevation.
2. A 3D elevation is presented for client to choose from & design further."
Luxury Plus,2900,2750,4,YES,Exclusions & Incidentals,17,"1 to 6. Same as Package 1
7. Basic price of Cement is Rs.420/- per bag & Steel is Rs.70,000/- per MT. Any increase in these prices shall be charged accordingly
8. Percentage of opening for doors & windows – 28% of built up area Maximum
9 to 14. Same as Package 1
15. Soil testing is included in package
16. Interiors are not included in package
17. Electrical and Meter Box are not included.
18. Borewell is not included in package.
NOTE: The above mentioned material specifications are generalized, the inclusion or the exclusion of the same shall vary depending on the floor plan."
Luxury Plus,2900,2750,4,YES,Payment Structure,18,A customized payment schedule will be shared based on the project specifications.
Luxury Plus,2900,2750,4,YES,Warranty & Guarantee,19,"1. Construction guarantee - 1 Year
2. Waterproofing warranty - 5 Years Guarantee & warranty is provided"
